# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-14", "time": "12:48:37.295", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	490	
1	0	0	0	0	491	
2	0	0	0	0	491	
3	0	0	0	0	492	
4	0	0	0	0	493	
5	0	0	0	0	494	
6	0	0	0	0	494	
7	0	0	0	0	494	
8	0	0	0	0	494	
9	0	0	0	0	495	
10	0	0	0	0	495	
11	0	0	0	0	495	
12	0	0	0	0	495	
13	0	0	0	0	495	
14	0	0	0	0	495	
15	0	0	0	0	494	
0	0	0	0	0	494	
1	0	0	0	0	494	
2	0	0	0	0	494	
3	0	0	0	0	495	
4	0	0	0	0	495	
5	0	0	0	0	496	
6	0	0	0	0	496	
7	0	0	0	0	496	
8	0	0	0	0	497	
9	0	0	0	0	498	
10	0	0	0	0	499	
11	0	0	0	0	499	
12	0	0	0	0	498	
13	0	0	0	0	498	
14	0	0	0	0	498	
15	0	0	0	0	498	
0	0	0	0	0	497	
1	0	0	0	0	497	
2	0	0	0	0	497	
3	0	0	0	0	498	
4	0	0	0	0	498	
5	0	0	0	0	499	
6	0	0	0	0	499	
7	0	0	0	0	499	
8	0	0	0	0	499	
9	0	0	0	0	500	
10	0	0	0	0	499	
11	0	0	0	0	499	
12	0	0	0	0	499	
13	0	0	0	0	499	
14	0	0	0	0	499	
15	0	0	0	0	499	
0	0	0	0	0	499	
1	0	0	0	0	499	
2	0	0	0	0	499	
3	0	0	0	0	499	
4	0	0	0	0	500	
5	0	0	0	0	500	
6	0	0	0	0	501	
7	0	0	0	0	501	
8	0	0	0	0	500	
9	0	0	0	0	500	
10	0	0	0	0	501	
11	0	0	0	0	502	
12	0	0	0	0	502	
13	0	0	0	0	503	
14	0	0	0	0	502	
15	0	0	0	0	502	
0	0	0	0	0	502	
1	0	0	0	0	503	
2	0	0	0	0	503	
3	0	0	0	0	503	
4	0	0	0	0	504	
5	0	0	0	0	504	
6	0	0	0	0	505	
7	0	0	0	0	505	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	510	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	508	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	511	
9	0	0	0	0	511	
10	0	0	0	0	512	
11	0	0	0	0	512	
12	0	0	0	0	513	
13	0	0	0	0	514	
14	0	0	0	0	514	
15	0	0	0	0	514	
0	0	0	0	0	513	
1	0	0	0	0	513	
2	0	0	0	0	512	
3	0	0	0	0	513	
4	0	0	0	0	513	
5	0	0	0	0	513	
6	0	0	0	0	513	
7	0	0	0	0	513	
8	0	0	0	0	514	
9	0	0	0	0	513	
10	0	0	0	0	513	
11	0	0	0	0	513	
12	0	0	0	0	513	
13	0	0	0	0	513	
14	0	0	0	0	513	
15	0	0	0	0	513	
0	0	0	0	0	512	
1	0	0	0	0	512	
2	0	0	0	0	512	
3	0	0	0	0	511	
4	0	0	0	0	511	
5	0	0	0	0	511	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	511	
9	0	0	0	0	511	
