%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
7.0, 53713.6782662485, 50246.14039017444, 17545.80647299367, -30075.121530904955, 1850.5679786882376, -17153.801578736493, 20250.4793108081, 7071.06376541421, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804580786579E9, 0.0, 2023-06-26 13:36:20.786
8.0, 53754.40314464607, 50283.13252724797, 17546.342914860597, -30130.68796762085, 2011.612297488725, -17196.515762390587, 20242.38797931528, 7003.226220992354, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804580786606E9, 0.0, 2023-06-26 13:36:20.786
9.0, 53769.33410994222, 50238.36198310399, 17412.031282428656, -30319.20258035691, 1950.3685176811837, -17409.282017860653, 20082.34948901528, 6804.2509918512105, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045807866173E9, 0.0, 2023-06-26 13:36:20.786
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 16.0, 29.0, 96.0, 8.0, 80.0, 0.0, 0.0, 0.0, 1.6878045808597689E9, 0.0, 2023-06-26 13:36:20.859
1.0, 54109.50530880753, 49886.99256026657, 16938.21900346506, -29609.84761832328, -679.8506593526196, -17070.161350984734, 20068.424352219627, 6334.909061778672, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808728259E9, 0.0, 2023-06-26 13:36:20.872
2.0, 54132.415846874224, 49947.38697378481, 17113.47903173912, -29413.554598516777, -553.6080066690454, -16872.52722651091, 20257.117778911328, 6536.1194653653465, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804580875844E9, 0.0, 2023-06-26 13:36:20.875
3.0, 54173.90068458327, 49978.813526488964, 17096.089374552892, -29488.45529418651, -411.38385669992647, -16917.45423286608, 20245.494871794566, 6458.223635938602, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808798568E9, 0.0, 2023-06-26 13:36:20.879
4.0, 54160.24376872108, 49926.64455493028, 16925.88084052573, -29689.889215217736, -513.5536806051351, -17111.42267124923, 20065.697439396077, 6251.894682871662, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808828704E9, 0.0, 2023-06-26 13:36:20.882
5.0, 54107.314837850914, 49885.76321432152, 16917.83421252182, -29646.48212748553, -673.9274470719632, -17097.65399666476, 20052.286392722894, 6296.106433404259, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808858795E9, 0.0, 2023-06-26 13:36:20.885
6.0, 54121.41878860221, 49939.250938803074, 17090.702604139162, -29431.525401058843, -599.4961380357908, -16896.376537844724, 20212.32488302289, 6507.956267351659, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808899002E9, 0.0, 2023-06-26 13:36:20.889
7.0, 54163.730640856105, 49980.37814860084, 17114.238991050603, -29449.87618325665, -442.22926404825023, -16890.363918586245, 20229.938057653675, 6481.804726338951, 0.002, 0.9400000000000001, 0.266, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045808939161E9, 0.0, 2023-06-26 13:36:20.893
8.0, 54151.30307093896, 49929.30441252046, 16940.16360523267, -29665.659924228185, -502.84719501104297, -17092.58015067341, 20081.7906954039, 6261.774153920907, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 32.0, 29.0, 112.0, 7.0, 32.0, 0.0, 0.0, 0.0, 1.6878045808979497E9, 0.0, 2023-06-26 13:36:20.897
9.0, 54112.41103558672, 49888.89245854527, 16905.808974004864, -29655.646342712207, -663.0197957777734, -17111.42267124923, 20045.24559321947, 6271.139534847682, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804580901959E9, 0.0, 2023-06-26 13:36:20.901
10.0, 54112.7239600091, 49930.39964799877, 17073.46940916412, -29433.894685971107, -621.065571435162, -16913.63208456422, 20215.677644691186, 6494.2099445116455, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809049633E9, 0.0, 2023-06-26 13:36:20.904
11.0, 54161.24959722157, 49986.50252658159, 17141.3963605638, -29395.829665163717, -448.1301245844513, -16858.87031064872, 20284.900997269273, 6528.00578212807, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.68780458090899E9, 0.0, 2023-06-26 13:36:20.908
12.0, 54173.520704927534, 49961.93795942521, 16990.83500991285, -29595.967185016536, -466.9055899269092, -17042.80281577144, 20121.04035866742, 6320.134558693714, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809130187E9, 0.0, 2023-06-26 13:36:20.913
13.0, 54123.13987292527, 49900.73888310658, 16901.025700691425, -29655.378121778744, -650.5251706272568, -17131.740406959107, 20026.045444732365, 6257.7731916634075, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804580918036E9, 0.0, 2023-06-26 13:36:20.918
14.0, 54118.289544378466, 49931.18195905471, 17057.152635711747, -29432.01713943686, -646.9935950033182, -16944.2986779569, 20184.474609431578, 6476.864990814328, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809221232E9, 0.0, 2023-06-26 13:36:20.922
15.0, 54160.62374837682, 49992.17986967324, 17162.742276518617, -29344.800632572253, -469.0290056501634, -16839.51369995042, 20291.15948571676, 6564.7073465236845, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809261477E9, 0.0, 2023-06-26 13:36:20.926
16.0, 54176.96287357365, 49971.638616518816, 17028.47534757559, -29533.18113484158, -441.5140082256804, -17008.492888032542, 20151.9081177602, 6366.559131927387, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809301565E9, 0.0, 2023-06-26 13:36:20.930
17.0, 54133.868710263814, 49904.89630757527, 16907.261837394457, -29638.167278548157, -620.1715016569498, -17134.28850582701, 20022.044482474863, 6255.202741051047, 0.004, 0.9420000000000001, 0.228, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809341495E9, 0.0, 2023-06-26 13:36:20.934
18.0, 54110.71230300812, 49911.75829312304, 17022.976818439583, -29460.62737233965, -680.677673897466, -16990.767954679486, 20132.5515070619, 6435.380153105278, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 32.0, 30.0, 80.0, 6.0, 96.0, 0.0, 0.0, 0.0, 1.6878045809391382E9, 0.0, 2023-06-26 13:36:20.939
19.0, 54154.00763201805, 49978.679416022234, 17161.691744529217, -29320.526638093786, -508.65864856942284, -16840.608935428732, 20278.240177421594, 6574.542114084019, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809421685E9, 0.0, 2023-06-26 13:36:20.942
20.0, 54177.789888118496, 49976.734814254625, 17063.031144503493, -29473.54668063482, -434.42850523334806, -16973.378297493255, 20175.444504671636, 6410.949696415627, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809461825E9, 0.0, 2023-06-26 13:36:20.946
21.0, 54139.4789981221, 49913.188804768186, 16915.062596209358, -29620.241179495002, -592.745911210288, -17130.064026124957, 20013.72963353749, 6259.0025376084495, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809512289E9, 0.0, 2023-06-26 13:36:20.951
22.0, 54115.40616934373, 49912.25003150106, 17002.837896685352, -29465.34359041972, -683.449290209924, -17010.50454503352, 20098.08511711182, 6415.21887960659, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809542315E9, 0.0, 2023-06-26 13:36:20.954
23.0, 54151.97362327261, 49979.70759626718, 17170.520683589064, -29284.137998120546, -526.718858089311, -16835.132758037184, 20281.14590420078, 6595.083367238447, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809642835E9, 0.0, 2023-06-26 13:36:20.964
24.0, 54187.46819346764, 49993.2527534071, 17115.557743973462, -29395.85201690817, -406.93585955332037, -16913.229753164025, 20227.993455886062, 6478.6531303707525, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809683373E9, 0.0, 2023-06-26 13:36:20.968
25.0, 54160.89196931029, 49932.09838057737, 16950.49011117102, -29580.499777853463, -539.4370006843807, -17094.412993718743, 20052.286392722894, 6291.367863579734, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809713192E9, 0.0, 2023-06-26 13:36:20.971
26.0, 54110.64524777475, 49897.69904586066, 16978.49684697352, -29489.058791286803, -684.4104152215023, -17046.781426284484, 20075.085172067305, 6378.539666955432, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809743128E9, 0.0, 2023-06-26 13:36:20.974
27.0, 54137.82496903241, 49962.78732571451, 17153.95804094768, -29286.93196617746, -566.8625911310424, -16853.081208834792, 20259.10708416785, 6582.54403859902, 0.004, 0.97, 0.20400000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809783528E9, 0.0, 2023-06-26 13:36:20.978
28.0, 54192.743205159095, 50004.830957034945, 17146.4478548107, -29344.599466872154, -414.42369394584824, -16877.399906802166, 20255.977839944106, 6518.707456434662, 0.006, 0.986, 0.186, 192.0, 0.0, 48.0, 30.0, 208.0, 5.0, 208.0, 0.0, 0.0, 0.0, 1.687804580981354E9, 0.0, 2023-06-26 13:36:20.981
29.0, 54164.7364693566, 49935.339383523395, 16956.68154438514, -29567.535766069388, -527.8811488009869, -17086.99221455958, 20049.15714849915, 6290.563200779343, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809843771E9, 0.0, 2023-06-26 13:36:20.984
30.0, 54117.171957155704, 49896.045016770964, 16949.68544837063, -29529.157820839624, -690.0877583131503, -17082.09718252387, 20037.95892452704, 6334.909061778672, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.68780458098737E9, 0.0, 2023-06-26 13:36:20.987
31.0, 54148.26323369303, 49967.25767460557, 17138.691799484706, -29299.985384939362, -596.4339490454137, -16866.156979341147, 20242.209165359636, 6569.267102392567, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809914136E9, 0.0, 2023-06-26 13:36:20.991
32.0, 54199.940466873704, 50014.688076339735, 17171.168884178267, -29307.920254220993, -419.83281610403253, -16844.72165640851, 20283.179912946216, 6561.756916255584, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809944327E9, 0.0, 2023-06-26 13:36:20.994
33.0, 54184.540114944, 49959.00988090156, 16991.39380352423, -29534.61164648672, -481.6130377785013, -17050.827092030893, 20100.87908516873, 6332.942108266605, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045809974408E9, 0.0, 2023-06-26 13:36:20.997
34.0, 54131.030038717996, 49904.225755241605, 16933.39102666271, -29557.18690838658, -668.8536010806085, -17096.49170595309, 20038.96475302753, 6317.273535403435, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810084884E9, 0.0, 2023-06-26 13:36:21.008
35.0, 54140.84245453387, 49953.712517465654, 17105.946493857682, -29339.36915866961, -632.0402779627178, -16896.421241333635, 20210.827316144387, 6542.757933468572, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810114956E9, 0.0, 2023-06-26 13:36:21.011
36.0, 54185.72475740013, 50005.680323324246, 17174.49929410211, -29297.638451771552, -454.1874473318395, -16831.064740546317, 20280.76592454504, 6580.39827113131, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810155373E9, 0.0, 2023-06-26 13:36:21.015
37.0, 54183.10960329886, 49965.49188679361, 17013.723196235085, -29520.88767539116, -464.8939329259316, -17023.982646940072, 20135.74780651901, 6367.073222049859, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810185125E9, 0.0, 2023-06-26 13:36:21.018
38.0, 54133.30991665243, 49902.03528428499, 16922.572782346342, -29589.932214013603, -644.3113856686814, -17112.24968579408, 20037.690703593576, 6298.408663083156, 0.006, 0.986, 0.186, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810215569E9, 0.0, 2023-06-26 13:36:21.021
39.0, 54130.739466040075, 49933.26067128905, 17071.904787052248, -29388.386534260102, -652.9615107728853, -16932.00521850648, 20188.90025483373, 6509.029151085514, 0.006, 0.98, 0.18, 192.0, 0.0, 48.0, 30.0, 160.0, 5.0, 160.0, 0.0, 0.0, 0.0, 1.6878045810255728E9, 0.0, 2023-06-26 13:36:21.025
40.0, 54174.72769912812, 49996.11377669738, 17177.852055770403, -29302.064097173705, -471.48769754024715, -16820.782938096876, 20304.794049834498, 6601.386559174844, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810285888E9, 0.0, 2023-06-26 13:36:21.028
41.0, 54194.91132437126, 49983.440337591215, 17052.23525193158, -29491.361020965698, -427.76768538566654, -16976.64165218373, 20176.204463983115, 6410.368551059789, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810315783E9, 0.0, 2023-06-26 13:36:21.031
42.0, 54145.60337610285, 49913.27821174601, 16916.44840436559, -29620.598807406284, -613.0189434312515, -17109.232200292612, 20036.841337304275, 6282.874200686718, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810356088E9, 0.0, 2023-06-26 13:36:21.035
43.0, 54125.911489237726, 49924.27527001802, 17030.777577254485, -29449.853831512195, -674.128612772061, -16970.047887569417, 20152.578670093855, 6459.296519672456, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810386207E9, 0.0, 2023-06-26 13:36:21.038
44.0, 54173.56540841644, 49997.29841915351, 17174.54399759102, -29308.926082721482, -501.9307734883754, -16816.89373456165, 20295.741593330098, 6596.446823650221, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810436532E9, 0.0, 2023-06-26 13:36:21.043
45.0, 54212.09981585739, 50008.47429138116, 17088.333319226902, -29459.3533229057, -412.14381601140695, -16932.318142928856, 20206.692243420155, 6443.18091192018, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810467408E9, 0.0, 2023-06-26 13:36:21.046
46.0, 54174.68299563921, 49942.044906859985, 16935.380331919234, -29626.09733654229, -570.1259458215172, -17101.923179855727, 20049.671238621624, 6279.923770418617, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810496883E9, 0.0, 2023-06-26 13:36:21.049
47.0, 54145.89394878077, 49936.90400563527, 17016.673626503187, -29492.45625644401, -668.451269680413, -16995.774745437473, 20123.968437191063, 6422.147920387736, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810536952E9, 0.0, 2023-06-26 13:36:21.053
48.0, 54186.48471671161, 50011.91646002728, 17185.58575935194, -29305.84154198665, -517.9346225183752, -16806.097841989736, 20292.589997361898, 6607.108605755402, 0.006, 0.98, 0.18, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810577219E9, 0.0, 2023-06-26 13:36:21.057
49.0, 54208.00944662207, 50011.335314671436, 17111.355616015866, -29437.40390985059, -413.5519759120913, -16900.757479757962, 20229.96040939813, 6470.628854111297, 0.004, 0.97, 0.168, 192.0, 0.0, 32.0, 30.0, 80.0, 5.0, 64.0, 0.0, 0.0, 0.0, 1.6878045810617473E9, 0.0, 2023-06-26 13:36:21.061
50.0, 54176.42643170672, 49943.944805138686, 16936.11793948626, -29637.720243659052, -549.6070444115454, -17096.536409441997, 20046.765511842434, 6271.38540403669, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810647626E9, 0.0, 2023-06-26 13:36:21.064
51.0, 54136.685030065186, 49920.31901124943, 16969.198521280112, -29550.07905364979, -687.159679789505, -17044.41214137222, 20076.515683712445, 6364.1898470151245, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810687845E9, 0.0, 2023-06-26 13:36:21.068
52.0, 54161.428411177214, 49983.10506142439, 17146.045523410503, -29346.18644072848, -571.1094225775507, -16842.28531626288, 20268.651279050264, 6581.135878698335, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810727973E9, 0.0, 2023-06-26 13:36:21.072
53.0, 54201.549792474485, 50012.877585038856, 17135.16022386077, -29408.033717636314, -414.6025079014907, -16870.560272998842, 20262.72806676961, 6515.712322677651, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581076826E9, 0.0, 2023-06-26 13:36:21.076
54.0, 54190.59743769139, 49966.02832866053, 16971.74662014802, -29607.05365026637, -493.750035017733, -17062.002964258547, 20092.296015297892, 6315.731265036019, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810818448E9, 0.0, 2023-06-26 13:36:21.081
55.0, 54145.75983831404, 49928.81267414244, 16964.437599711135, -29570.17327191511, -650.03343224924, -17040.27706864799, 20081.388364003702, 6361.887617336228, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810868719E9, 0.0, 2023-06-26 13:36:21.086
56.0, 54146.47509413661, 49969.47049730665, 17127.4935755126, -29367.75587412785, -594.9810856558187, -16851.583641956287, 20245.740740983576, 6568.909474481282, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810908844E9, 0.0, 2023-06-26 13:36:21.090
57.0, 54200.00752210707, 50023.204090977204, 17167.39143936532, -29370.23691776239, -417.88821433642084, -16824.985066054473, 20292.098258983882, 6563.321538367455, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581093908E9, 0.0, 2023-06-26 13:36:21.093
58.0, 54182.21553352065, 49966.385956571816, 16985.381184265756, -29597.487103639498, -475.8909911979427, -17030.33054236538, 20108.009291649974, 6333.076218733338, 0.004, 0.97, 0.168, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045810979407E9, 0.0, 2023-06-26 13:36:21.097
59.0, 54137.42263763221, 49916.72038039212, 16932.07227373985, -29619.72708937253, -654.4367259069355, -17071.971842285617, 20041.35638968425, 6318.368770881745, -0.004, 0.97, 0.166, 192.0, 255.0, 224.0, 30.0, 80.0, 5.0, 48.0, 0.0, 0.0, 0.0, 1.6878045811019504E9, 0.0, 2023-06-26 13:36:21.101
60.0, 54139.30018416646, 49955.23243608862, 17096.04467106398, -29405.686784468508, -624.6642022924665, -16884.32894758331, 20209.262694032514, 6539.204006100179, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811230395E9, 0.0, 2023-06-26 13:36:21.123
61.0, 54179.80154511947, 50004.51803261257, 17168.509026588086, -29360.178632757503, -444.978528616253, -16821.5205456639, 20294.98163401862, 6580.375919386855, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811270435E9, 0.0, 2023-06-26 13:36:21.127
62.0, 54193.68197842622, 49982.16628815726, 17023.982646940072, -29558.28214386489, -441.4916564812251, -16991.147934335226, 20151.617545082278, 6378.897294866717, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811301649E9, 0.0, 2023-06-26 13:36:21.130
63.0, 54149.02319300452, 49926.51044446355, 16933.815709807364, -29622.789278362907, -620.6855917794218, -17077.604481888353, 20049.604183388255, 6312.982000468016, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811331687E9, 0.0, 2023-06-26 13:36:21.133
64.0, 54138.47316962161, 49948.50456100757, 17071.61421437433, -29428.30674985728, -654.9955195183181, -16917.498936354987, 20179.400763440226, 6508.515060963043, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581136155E9, 0.0, 2023-06-26 13:36:21.136
65.0, 54194.95602786017, 50019.47134965317, 17193.788849567038, -29324.728766051387, -465.98916840424164, -16801.22516169848, 20297.797953819987, 6610.3719604458765, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811401649E9, 0.0, 2023-06-26 13:36:21.140
66.0, 54205.23783030961, 49996.784329031034, 17068.194397472667, -29502.581596682263, -422.06799054956326, -16944.768064590462, 20175.511559905, 6422.684362254663, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811431632E9, 0.0, 2023-06-26 13:36:21.143
67.0, 54165.1835042457, 49934.534720723, 16941.392951177713, -29621.358766717767, -588.7896524416986, -17081.113705767835, 20053.046352034373, 6300.442671828589, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811461527E9, 0.0, 2023-06-26 13:36:21.146
68.0, 54143.4799603796, 49943.520121994035, 17047.98842048507, -29455.419415881566, -658.0130050197846, -16950.601869893297, 20151.975172993563, 6470.4947436445655, -0.004, 0.97, 0.166, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581149162E9, 0.0, 2023-06-26 13:36:21.149
69.0, 54188.47402196813, 50016.69973334071, 17199.108564747403, -29300.70064076193, -484.65287502442305, -16783.32141438978, 20308.34797720289, 6625.749960631128, -0.004, 0.986, 0.158, 192.0, 255.0, 224.0, 30.0, 208.0, 4.0, 240.0, 0.0, 0.0, 0.0, 1.6878045811531708E9, 0.0, 2023-06-26 13:36:21.153
70.0, 54208.59059197791, 50010.86592803788, 17100.80559263296, -29460.537965361833, -401.5267373951361, -16906.993616460994, 20212.682510934177, 6464.593883108364, -0.004, 0.986, 0.158, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581156198E9, 0.0, 2023-06-26 13:36:21.156
71.0, 54165.831704834905, 49935.67465969022, 16940.901212799694, -29623.303368485376, -563.6886434183888, -17083.035955790994, 20044.418578674624, 6291.569029279832, -0.004, 0.986, 0.158, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811592176E9, 0.0, 2023-06-26 13:36:21.159
72.0, 54134.36044864183, 49928.07506657542, 17015.28781834696, -29488.254128486413, -668.6300836360555, -16982.006070853004, 20115.94416093161, 6434.642545538252, -0.004, 0.986, 0.158, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.687804581162224E9, 0.0, 2023-06-26 13:36:21.162
73.0, 54174.88416133931, 50002.70754131169, 17189.16203846479, -29298.443114571946, -514.4477503833474, -16786.47301035798, 20298.580264875924, 6631.851986867427, -0.004, 0.986, 0.158, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811652472E9, 0.0, 2023-06-26 13:36:21.165
74.0, 54204.38846402031, 50018.57727987496, 17130.242840080602, -29410.939444415504, -397.95045828228695, -16869.599147987265, 20233.268467577516, 6507.777453396017, -0.004, 0.986, 0.158, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6878045811782813E9, 0.0, 2023-06-26 13:36:21.178
